DOI,n_samples,MAPE_reg,MedAPE_reg,MAPE_int,MedAPE_int
https://doi.org/10.1007/s11829-016-9435-y,7,3.7153937535123376,2.286558890182459,3.1225254682454637,1.122302695884308
https://doi.org/10.1016/S0021-9673(00)00256-9,5,4.085212514528561,2.2864692620537626,4.287500741519827,3.541863992398589
https://doi.org/10.1016/S0021-9673(96)00826-6,5,5.538211608222479,6.447011561304754,7.458631500655537,9.721024142490352
https://doi.org/10.1002/jssc.200900588,5,3.026836334907723,3.2701933381396833,4.103246722727002,4.771806467326364
https://doi.org/10.1016/s0031-9422(00)81116-4,8,22.033527605988194,15.730492807268737,20.544995680831857,18.25876814373605
https://doi.org/10.1186/s12906-016-1041-0,5,16.518880722894455,11.019297558650269,16.308264397265845,14.354882058714344
https://doi.org/10.1016/S0021-9673(01)95521-9,23,30.088942450232565,23.752569639262514,14.551288765703271,12.071185078008451
https://doi.org/10.1021/jf000661f,8,2.6193220228237863,2.6394479683424006,3.346666627916814,3.443030050514475
https://doi.org/10.1016/j.chroma.2004.11.030,6,9.290440424028679,7.967049573791369,10.816492874520195,9.00186257730998
https://doi.org/10.1016/j.chroma.2009.04.021,5,2.2300485447170963,2.3017643921984803,3.153804583638293,3.2733287990535467
https://doi.org/10.1007/bf02261517,5,2.746751571364375,2.322184035866755,2.291907508644988,2.7680731342556677
https://doi.org/10.1007/s13765-017-0302-z,6,10.55137101556034,8.88806193412274,8.407928934115315,8.441482325824303
https://doi.org/10.1016/j.chroma.2003.11.099,7,15.450094352304708,16.091461932127427,4.860490546748307,3.796267855248265
https://doi.org/10.1007/s10068-013-0228-0,5,9.621958857446113,8.192254839647937,7.14967543408357,1.2609361075512457
